id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;mileage;n_photos
758214721.html;19495;;19995;Good Deal;4.8;1086;4.7;80 reviews;30,313;42
766243100.html;12415;;;Good Deal;4.8;416;4.7;110 reviews;101,243;31
765856377.html;48793;;;;4.2;45;;;;32
732040899.html;41510;43720;;;4.8;39;4.8;28 reviews;95;25
765176204.html;20113;21647;;;4.9;538;4.8;102 reviews;;21
761454456.html;45465;45465;;;5;932;4.7;82 reviews;11;15
767153307.html;13695;;;Great Deal;-1;-1;4.9;226 reviews;46,182;32
758214226.html;30994;;;Great Deal;4.8;1086;4.8;36 reviews;16,596;44
767259435.html;21100;;;Great Deal;4.6;289;4.8;14 reviews;44,688;29
762304321.html;27940;;;Good Deal;4.7;359;4.9;100 reviews;51,257;59
745347715.html;44969;49015;;;4.8;236;4.7;82 reviews;14;19
765946999.html;23833;;;Good Deal;5;15;4.6;41 reviews;9,576;32
759685988.html;30325;;;Good Deal;4.9;475;4.6;35 reviews;3,443;22
758214398.html;24495;;24995;Great Deal;4.8;1086;4.8;117 reviews;33,284;39
764178333.html;24765;24765;;;4.9;701;4.5;40 reviews;2;20
757279899.html;44357;55710;;;5;119;4.9;128 reviews;;12
759392911.html;26600;;;Good Deal;4.9;538;4.8;291 reviews;30,917;20
763641303.html;44725;;;;4.6;409;4.5;6 reviews;3;20
767329892.html;27995;;;Good Deal;4.8;1086;4.9;120 reviews;20,915;39
755867989.html;20719;21985;;;4.9;682;4.4;45 reviews;15;18
766783974.html;84075;84075;;;4.9;599;;;1,000;32
765760873.html;21100;;;Good Deal;4.6;289;4.8;102 reviews;47,251;29
766291340.html;9000;;9800;Good Deal;4.9;538;4.7;55 reviews;193,199;24
766495254.html;37991;;;Good Deal;4.9;482;4.4;59 reviews;117,985;22
765980294.html;33997;;;Great Deal;4.8;68;4.8;73 reviews;26,288;32
744692348.html;29830;30580;;;4.5;761;4.6;35 reviews;;32
758835984.html;30925;30925;;;4.7;24;4.6;164 reviews;;20
765969527.html;17489;;17989;Good Deal;4.8;1086;4.6;258 reviews;38,247;34
760219285.html;35127;35627;;;4.6;262;4.6;13 reviews;13;16
758214774.html;18195;;;Great Deal;4.8;1086;4.7;81 reviews;28,095;43
753279436.html;37535;45515;;;4.6;262;4.8;181 reviews;12;14
760500407.html;39477;;;Good Deal;4.7;359;4.7;93 reviews;34,779;56
748983688.html;30059;33925;;;5;68;4.8;82 reviews;3;12
757747490.html;49988;58915;;;5;25;4.9;128 reviews;;9
757049540.html;74583;;;;4.8;220;4.8;20 reviews;10;22
763975951.html;38805;38805;;;4.9;701;4.7;82 reviews;2;20
759636328.html;24495;;;Good Deal;4.8;1086;4.7;168 reviews;24,953;44
761331616.html;45855;56505;;;-1;-1;4.8;20 reviews;17;22
749984500.html;21902;25060;;;5;19;4.6;42 reviews;30;32
766504177.html;19900;;;Good Deal;4.9;538;4.8;20 reviews;61,199;22
765627863.html;48915;48915;;;-1;-1;4.8;181 reviews;;13
753614194.html;43708;45010;;;4.9;482;4.8;15 reviews;2;24
764810763.html;43345;46345;;;4.9;482;4.7;19 reviews;6;23
763681533.html;20584;;;Good Deal;4.9;701;4.7;66 reviews;85,693;31
764966445.html;11990;;;Great Deal;4.8;424;4.5;53 reviews;63,739;31
765683175.html;21170;21170;;;5;932;4.9;55 reviews;11;11
760708254.html;47970;;;Good Deal;5;99;4.8;30 reviews;22,572;32
767259786.html;16600;;;Good Deal;4.6;289;4.8;204 reviews;35,753;29
767020933.html;11697;;;Great Deal;-1;-1;4.6;136 reviews;67,632;32
766181600.html;24720;27220;;;4.8;1125;;;;32
762289842.html;20994;;;Great Deal;4.8;1086;4.8;14 reviews;39,795;45
756850847.html;35505;35505;;;4.7;24;4.6;164 reviews;;21
766217321.html;11977;;12994;Good Deal;4.8;237;4.5;54 reviews;30,911;27
757563953.html;21737;22460;;;4.9;53;4.8;55 reviews;18;19
764023102.html;21888;;;Good Deal;4.6;262;4.8;559 reviews;19,487;38
762529222.html;28995;;;Good Deal;4.8;1086;4.6;13 reviews;34,980;41
757833362.html;25947;;;Good Deal;5;99;4.8;879 reviews;24,249;31
757856067.html;49383;58520;;;5;25;4.9;128 reviews;;9
753609099.html;28678;32470;;;5;15;4.9;19 reviews;10;23
763521042.html;19991;;;Good Deal;4.9;475;4.8;559 reviews;19,566;25
767179082.html;24320;24320;;;5;932;4.9;55 reviews;11;10
761464620.html;21900;26765;23400;;4.8;39;4.8;19 reviews;5;27
755732433.html;37747;48375;;;5;25;4.7;72 reviews;;10
757678086.html;11897;;;Great Deal;-1;-1;4.4;133 reviews;78,657;26
765347594.html;32696;34135;;;4.7;114;4.5;71 reviews;2;18
759946209.html;22576;23565;;;4.9;682;5;1 reviews;15;32
765171257.html;7997;;9997;Great Deal;4.8;68;4;49 reviews;291,807;32
751300030.html;52250;61140;;;4.8;39;4.9;42 reviews;5;11
739151010.html;38135;41635;;;4.8;1125;4.8;135 reviews;;32
766712045.html;15898;;;Great Deal;-1;-1;4.7;40 reviews;101,714;30
765966014.html;29335;;29877;Good Deal;5;6;4.8;120 reviews;64,098;32
765735000.html;22990;;;Good Deal;4.9;1370;4.8;145 reviews;43,772;41
755865618.html;33957;37515;;;4.5;63;4.8;21 reviews;3;32
760079810.html;23215;23215;;;5;932;4.5;40 reviews;11;11
766617107.html;15095;;;Great Deal;-1;-1;4.3;49 reviews;102,296;32
761039888.html;18990;;;Good Deal;4.9;1370;4.9;459 reviews;5,138;33
761442065.html;15500;;;Good Deal;4.7;417;4.7;134 reviews;43,780;36
765570284.html;8240;;;Good Deal;4.7;359;4.7;110 reviews;99,681;41
762235453.html;27889;29385;;;4.9;287;4.7;25 reviews;3;11
766459346.html;17990;;;Good Deal;5;17;4.3;129 reviews;4,452;26
765532176.html;24990;;;Good Deal;4.8;424;4.5;75 reviews;27,241;31
764776967.html;34492;;;Good Deal;4.8;1057;4.1;74 reviews;36,846;47
764658924.html;19195;;;Good Deal;4.8;1086;4.7;101 reviews;27,103;40
765445444.html;29577;;;Great Deal;4.7;359;4.8;181 reviews;15,895;55
753767491.html;34138;36915;;;4.6;262;4.7;118 reviews;15;21
747316822.html;67615;67615;;;4.9;225;5;2 reviews;10;32
763966508.html;53398;;;;4.8;1057;4.8;20 reviews;6;32
752502008.html;68018;;;;4.8;220;4.9;589 reviews;12;21
766118948.html;23494;;23994;Great Deal;4.8;1086;4.8;32 reviews;38,333;43
766552076.html;24599;30620;;;5;25;4.6;35 reviews;24;25
758123278.html;23145;;;;4.6;409;4.9;55 reviews;14;17
754987008.html;27579;29725;;;3.5;14;4.6;42 reviews;3;20
743935725.html;20599;28135;;;5;25;4.6;164 reviews;3,312;23
756768327.html;57695;68655;;;4.4;26;5;4 reviews;22;28
765430132.html;20492;;;Good Deal;4.7;308;4.8;18 reviews;88,055;52
758444993.html;27837;29300;;;4.9;682;4.6;22 reviews;15;31
757404827.html;40605;40605;;;4.9;701;4.6;67 reviews;2;21
766646043.html;18997;;;Good Deal;4.9;212;4.8;92 reviews;55,670;39
747516868.html;62271;77525;;;4.9;589;5;24 reviews;;16
758056523.html;49490;;;;-1;-1;4.8;22 reviews;3;10
762292187.html;51500;54130;;;4.9;226;5;12 reviews;5;32
751039073.html;25025;25025;;;3.7;61;4.8;19 reviews;1;20
758808108.html;30995;;31995;Good Deal;4.8;1086;4.8;9 reviews;29,974;43
755732346.html;49312;58520;;;5;25;4.9;128 reviews;;9
765557317.html;30777;;;Good Deal;4.8;357;4.8;248 reviews;18,699;23
752944842.html;15990;;;Good Deal;4.8;424;4.8;204 reviews;27,345;20
747366299.html;36350;41045;;;5;15;4.9;19 reviews;10;21
762836490.html;19640;;;Good Deal;4.7;359;4.8;54 reviews;37,514;52
752890053.html;17151;18520;;;5;15;4.5;8 reviews;10;20
766287482.html;21900;;;Good Deal;4.7;417;4.8;244 reviews;22,886;45
746064013.html;24961;;26010;Good Deal;4.7;114;4.8;310 reviews;19,197;29
766975227.html;23440;;;Good Deal;4.7;359;4.8;239 reviews;59,539;58
749938948.html;24937;26945;;;5;169;4.6;77 reviews;9;20
757279778.html;44717;56105;;;5;119;4.9;128 reviews;;12
766806466.html;26800;;;Good Deal;5;25;4.7;206 reviews;21,267;25
758716008.html;41588;;;Good Deal;4.9;482;4.8;66 reviews;23,320;31
759306634.html;17987;;;Good Deal;4.9;482;4.6;86 reviews;54,786;27
765163583.html;28655;30405;;;4.5;761;4.6;164 reviews;;32
767465354.html;64991;;;Good Deal;4.9;599;4.5;2 reviews;10,575;8
737426229.html;34290;34290;;;5;932;4.7;82 reviews;13;14
767096564.html;18995;;;Great Deal;4.8;1086;4.8;310 reviews;27,518;36
760652702.html;17899;;;Good Deal;5;23;4.4;215 reviews;43,504;32
766838421.html;47585;50585;;;4.9;482;4.7;19 reviews;5;23
761444522.html;40113;43006;;;4.9;538;4.8;49 reviews;;20
747656529.html;38434;42700;39283;;4.8;69;5;2 reviews;44;32
759747009.html;16900;;;Great Deal;4.3;67;4.8;151 reviews;7,238;31
756351230.html;19686;;;Good Deal;4.8;416;4.9;22 reviews;66,141;36
761744568.html;18395;;;;3.5;14;5;33 reviews;152;20
767049624.html;21900;;22600;Great Deal;4.6;289;4.7;122 reviews;41,261;29
759443696.html;28826;34695;;;5;62;4.6;35 reviews;1;16
760030687.html;7710;;;Great Deal;4.6;263;4.2;30 reviews;162,017;25
763570663.html;23740;;;Good Deal;4.7;359;4.7;29 reviews;22,079;51
747404528.html;27851;29500;;;5;6;4.8;220 reviews;23;24
767228529.html;11481;;;Good Deal;4.7;308;4.7;97 reviews;86,363;42
767427077.html;57990;;;Good Deal;4.9;1370;4.9;15 reviews;28,541;53
759679030.html;37789;49485;;;4.7;114;4.7;261 reviews;2;16
759383375.html;26266;27385;;;5;169;4.6;22 reviews;;20
765570533.html;29940;;30940;Good Deal;4.7;359;4.2;13 reviews;26,111;48
762836452.html;24940;;;Great Deal;4.7;359;4.7;266 reviews;34,572;46
763805009.html;53645;58645;;;4.9;589;4.8;20 reviews;;17
760699449.html;37495;;37995;Good Deal;4.8;1086;4.8;40 reviews;15,737;46
765171263.html;24997;;;Great Deal;4.8;68;4.8;32 reviews;42,808;32
762980601.html;30495;;30995;Good Deal;4.8;1086;5;6 reviews;22,950;43
758314663.html;26085;30085;;;4.8;1125;4.8;17 reviews;;32
764610165.html;16298;;;Good Deal;5;23;4.8;267 reviews;8,242;32
759627225.html;36200;;;Good Deal;4.7;417;4.7;261 reviews;9,018;44
766676660.html;44000;;;Good Deal;4.8;79;4.7;66 reviews;94,487;21
752283752.html;47965;;;;4.6;409;4.6;67 reviews;12;12
767048729.html;27200;;27900;Great Deal;4.6;289;4.9;19 reviews;28,838;29
763850661.html;72330;72330;;;4.9;482;4.7;23 reviews;2;20
763805054.html;23670;25670;;;4.9;589;4.8;19 reviews;;16
752717134.html;27233;29637;;;4.9;538;4.7;80 reviews;1;14
767021429.html;18590;;;Good Deal;4.9;1370;4.6;41 reviews;99,597;47
766504174.html;29500;;31900;Good Deal;4.9;538;4.9;135 reviews;44,554;20
742842504.html;23445;28945;;;4.8;1125;4.7;171 reviews;16;32
752785434.html;13999;;;Good Deal;4.8;416;4.6;233 reviews;25,512;25
766782185.html;38499;41730;;;4;4;4.4;19 reviews;4;28
764143868.html;27157;;28196;Good Deal;5;15;4.7;272 reviews;26,988;30
736371012.html;24444;26462;;;4.9;538;4.7;639 reviews;3;17
763206208.html;55068;;;;4.8;1057;4.8;20 reviews;4;32
761682569.html;22957;26522;;;4.7;417;4.7;80 reviews;1;32
745961005.html;25999;30930;;;4;4;4.5;27 reviews;5;24
760077363.html;51521;;;;4.2;45;;;7;32
757496878.html;17994;;18494;Good Deal;4.6;409;4.9;278 reviews;12,555;31
751965926.html;35900;37330;;;4.9;226;4.8;99 reviews;5;32
761071488.html;17834;20715;;;5;23;5;33 reviews;6;15
763336584.html;72301;;;;4.2;45;3;2 reviews;;32
760702397.html;37735;41235;;;5;68;4.9;19 reviews;3;13
749358709.html;69397;76260;;;5;303;5;4 reviews;5;18
766157330.html;43975;54605;;;5;251;4.8;20 reviews;3,406;32
763105670.html;15678;;;Good Deal;4.9;475;4.7;235 reviews;30,112;24
762483196.html;27140;;27940;Good Deal;4.7;359;4.6;158 reviews;32,231;57
762749974.html;57995;;58995;Fair Price;4.8;1086;5;128 reviews;1,053;44
762336805.html;31138;33065;;;4.9;287;4.7;25 reviews;77;11
765427165.html;22274;24191;;;4.7;417;;;1;32
763071583.html;40000;;;Great Deal;4.8;49;4.7;46 reviews;30,568;17
752250071.html;46413;51935;;;4.5;63;4.7;138 reviews;20;32
758269509.html;27602;;;Good Deal;4.9;225;4.7;108 reviews;39,850;41
757205152.html;40215;49830;;;4.9;589;4.8;20 reviews;;16
765879358.html;20913;22492;;;4.9;538;;;;20
760926705.html;15539;15795;;;4.9;682;4.8;15 reviews;15;23
764193549.html;17100;;;Good Deal;4.9;212;4.4;215 reviews;37,154;39
767260115.html;29300;;;Good Deal;4.6;289;4.7;131 reviews;43,320;29
758157438.html;26085;30085;;;4.8;1125;4.8;17 reviews;;32
766350826.html;24777;;;Great Deal;4.7;359;4.8;6 reviews;24,617;55
749578604.html;19834;;20838;Good Deal;4.9;225;4.7;81 reviews;19,463;42
760353962.html;20552;25585;;;4.6;262;4.7;171 reviews;14;5
767049633.html;27700;;;Good Deal;4.6;289;4.6;258 reviews;9,462;29
759793417.html;31493;;;Good Deal;4.9;475;4.7;42 reviews;6,387;22
763515467.html;26676;30930;;;4.5;63;4.9;37 reviews;10;32
760685132.html;37495;;;Good Deal;4.8;1086;4.7;55 reviews;12,410;46
763579256.html;18994;;;Great Deal;4.8;1086;4.9;84 reviews;12,098;40
759994398.html;34995;;36995;Great Deal;4.8;1086;4.8;4 reviews;35,396;46
767373353.html;31981;;;Good Deal;4.8;1057;4.8;22 reviews;19,719;44
757543781.html;21449;;;Good Deal;4.9;701;4.9;468 reviews;21,922;28
756189909.html;26743;29790;;;4.8;39;4.2;5 reviews;5;24
766527406.html;23132;23132;;;2.5;10;4.8;102 reviews;10;6
760439473.html;17335;19335;;;4.9;212;4.8;97 reviews;5;32
766101235.html;25995;;;Good Deal;4.8;1086;4.8;9 reviews;30,702;39
763746232.html;56026;58430;;;4.9;482;4.5;23 reviews;70;20
767206920.html;33429;;;Good Deal;4.8;1125;4.7;116 reviews;15,453;36
763471285.html;38755;38755;;;5;932;4.6;67 reviews;11;18
763226491.html;35177;39660;;;-1;-1;4.7;34 reviews;4;26
766949796.html;3850;;;Great Deal;4.5;8;4.4;60 reviews;200,000;22
766958935.html;30981;;;Good Deal;4.7;308;5;14 reviews;40,301;49
761589688.html;50990;;51990;Good Deal;4.9;1370;5;35 reviews;11,500;53
764195131.html;25410;27160;;;4.5;761;4.6;164 reviews;;32
764817342.html;28295;28295;;;4.9;701;4.4;69 reviews;2;21
761341788.html;25870;28092;;;4.9;538;4.7;80 reviews;1;11
751037639.html;42546;46890;;;4.1;104;4.3;30 reviews;5;23
763530903.html;54505;54505;;;4.7;24;4.3;30 reviews;;20
762268570.html;14895;;;Good Deal;4.7;176;4.9;226 reviews;27,223;30
766197999.html;25840;;;Great Deal;4.7;359;4.6;75 reviews;48,144;55
746998227.html;15495;15795;;;5;19;4.8;15 reviews;2;32
759325142.html;31758;35410;;;5;19;5;1 reviews;5;32
765899922.html;25119;;;Fair Price;4.9;49;4.9;27 reviews;117,388;42
757670281.html;32988;;;Good Deal;5;251;4.8;244 reviews;3,296;47
765815732.html;12592;;;Good Deal;4.5;63;4.2;37 reviews;116,323;47
755604184.html;87347;;;;4.8;1057;4.5;2 reviews;5;32
766169138.html;12172;13380;;;4.6;262;4.7;42 reviews;4,762;13
759808023.html;29255;30940;;;4.9;589;4.9;37 reviews;;17
750415407.html;26106;29630;;;4.9;212;4.9;70 reviews;5;32
752832655.html;50488;;;;4.8;1057;4.2;37 reviews;4;32
767097733.html;16995;;;Good Deal;4.8;1086;4.8;8 reviews;35,255;41
757435577.html;20994;;;Good Deal;4.8;1086;4.6;46 reviews;6,807;40
753892169.html;23442;26255;;;-1;-1;4.2;5 reviews;6;23
731679286.html;23910;23910;;;4.7;24;4.9;227 reviews;;31
764946161.html;33660;34160;;;4.5;761;4.5;71 reviews;;32
749961910.html;28373;28373;;;2.5;10;4.7;80 reviews;10;6
758214386.html;24995;;25995;Good Deal;4.8;1086;4.9;316 reviews;10,875;43
760924016.html;31015;31015;;;5;932;5;32 reviews;11;15
766521758.html;36974;;39471;Good Deal;4.8;1125;4.8;146 reviews;38,244;35
765694508.html;21595;;;Great Deal;4.8;1086;4.7;168 reviews;38,195;40
752449702.html;44381;48515;;;4.6;262;4.8;135 reviews;;16
749427243.html;40623;43613;;;4.9;538;4.5;14 reviews;1;15
756972810.html;35991;;;Good Deal;4.8;416;4.9;58 reviews;18,773;27
753286025.html;29213;31750;30162;;4.8;69;4.8;5 reviews;11;32
766367898.html;21900;;22500;Great Deal;4.6;289;4.7;48 reviews;69,000;29
760849587.html;49191;51190;;;4.5;63;4.5;2 reviews;12;32
764650928.html;23621;25000;;;4.9;682;4.6;42 reviews;15;29
760129656.html;57349;59860;;;4.9;482;4.5;23 reviews;7;19
767153736.html;14795;;;Great Deal;-1;-1;4.8;422 reviews;48,925;32
760924019.html;28195;28195;;;5;932;4.9;55 reviews;11;11
765801257.html;16625;;;Good Deal;4.8;1125;4.5;199 reviews;43,457;40
750596495.html;25478;;;;4.8;220;4.9;37 reviews;3,266;20
763328424.html;61775;61775;;;4.9;482;4.7;23 reviews;2;19
766032048.html;44356;48605;;;4.6;263;4.8;20 reviews;;32
760791426.html;22465;30380;;;5;99;4.6;164 reviews;6;32
755202593.html;39916;42742;;;4.9;538;4.8;49 reviews;1;12
766634589.html;28590;;;Good Deal;4.9;1370;4.9;703 reviews;25,037;47
758594542.html;29888;;;Good Deal;4.9;482;5;7 reviews;28,636;26
746291072.html;21240;;;Great Deal;4.7;359;4.8;45 reviews;43,103;60
761693396.html;15877;;;Good Deal;4.7;359;4.9;96 reviews;34,693;49
757361707.html;8994;;;Good Deal;5;22;4.5;75 reviews;91,411;26
765986670.html;43167;53315;44417;;4.8;39;4.8;20 reviews;5;28
764856792.html;25724;25724;;;3.9;173;4.7;80 reviews;15;12
755230142.html;10990;;;Great Deal;4.8;114;4.8;100 reviews;84,166;30
761157387.html;33870;35630;;;5;169;4.6;22 reviews;12;21
758578004.html;61272;67610;;;4.6;101;4.8;181 reviews;;11
754950243.html;32098;38985;;;5;119;4.7;26 reviews;;24
748501314.html;36695;36695;;;5;932;4.9;535 reviews;11;14
762849094.html;62920;62920;;;4.9;475;4.6;18 reviews;;19
760871115.html;13046;13455;;;5;19;4.8;15 reviews;3;32
761708241.html;20495;;;Good Deal;4.8;1086;4.7;58 reviews;32,162;37
764056110.html;15000;;15500;Good Deal;4.8;236;4.8;233 reviews;51,059;23
762608874.html;36495;;36995;Great Deal;4.8;1086;5;2 reviews;14,441;43
766784087.html;72675;72675;;;4.9;599;4.4;25 reviews;8;32
750258266.html;52594;55970;;;4.9;482;4.9;128 reviews;1;20
763571718.html;16992;;;Good Deal;4.8;1125;4.9;317 reviews;14,713;37
766066959.html;41473;44109;;;5;6;4.4;87 reviews;1;23
760353862.html;73845;73845;;;4.6;262;5;1 reviews;49;14
767474532.html;47195;47195;;;4.7;308;4.2;42 reviews;4;32
758791326.html;21695;;;Good Deal;4.8;1086;4.8;54 reviews;32,456;45
752581450.html;16977;;;Good Deal;4.7;359;4.7;84 reviews;35,510;59
766784110.html;172465;172465;;;4.9;599;5;4 reviews;41;25
762456656.html;19285;;;Good Deal;5;22;4.5;70 reviews;56,117;31
766537834.html;14980;;;Good Deal;4.9;482;4.7;34 reviews;42,213;23
758444988.html;29447;31100;;;4.9;682;4.6;22 reviews;15;31
755731995.html;42021;50025;;;5;25;4.5;42 reviews;;10
757647273.html;40381;41730;;;4.6;263;4.7;34 reviews;;32
764099694.html;15440;;;Good Deal;4.7;359;4.7;71 reviews;38,203;49
765856092.html;61638;;;;4.2;45;3;2 reviews;;32
761814440.html;99895;;;;4.8;1057;5;2 reviews;6;32
766884735.html;23000;;;Great Deal;5;303;4.8;79 reviews;105,388;28
766872579.html;21743;;;Good Deal;4.8;1125;4.7;40 reviews;19,554;37
766175032.html;16490;;;Good Deal;4.8;424;4.2;29 reviews;51,235;28
758540611.html;53013;;;;4.8;220;4.8;20 reviews;6;20
763642675.html;10598;;;Good Deal;4.6;122;4.7;131 reviews;66,679;31
762608886.html;14877;;;Good Deal;4.7;359;4.8;422 reviews;50,042;47
756849591.html;24245;24930;;;4.9;53;4.9;70 reviews;11;22
764299550.html;19690;;;Good Deal;4.8;237;4.7;84 reviews;27,630;27
763611661.html;16444;;;Good Deal;4.8;357;4.8;379 reviews;38,898;20
765078477.html;23694;;;Good Deal;4.8;1086;4.9;57 reviews;30,930;41
757842757.html;71122;73490;;;4.5;63;4.8;6 reviews;27;32
764431398.html;25989;;;Great Deal;4.8;1086;4.7;25 reviews;30,716;44
765069847.html;32892;;;Great Deal;4.7;308;5;6 reviews;7,790;45
747324686.html;22815;26815;;;4.8;1125;4.9;316 reviews;;32
764976869.html;28295;28295;;;5;932;4.4;69 reviews;11;13
766085899.html;16977;;;Great Deal;4.7;359;4.7;171 reviews;26,104;51
759519614.html;44433;54925;;;-1;-1;4.8;20 reviews;7;20
764380275.html;22450;25200;;;4.9;589;4.9;37 reviews;;15
766323181.html;16687;;;Good Deal;5;15;4.7;123 reviews;108,374;29
760719913.html;26345;27610;;;4.9;287;4.7;25 reviews;1;10
767474538.html;46205;46205;;;4.7;308;4.9;28 reviews;12;32
740870565.html;49994;;;;4.2;45;4.8;6 reviews;1,506;32
764056574.html;34875;34875;;;4.9;475;4.6;164 reviews;4;13
762188394.html;34731;39190;;;-1;-1;4.7;34 reviews;2;25
750566828.html;18980;19980;;;4.6;262;4.8;32 reviews;36;13
763676199.html;18477;;;Good Deal;4.7;359;4.7;298 reviews;28,713;54
725093315.html;58868;;;;4.8;220;4.9;589 reviews;5,752;20
765128746.html;35271;37495;;;4.8;69;4.8;5 reviews;4;32
763327402.html;60904;;;;4.8;1057;4.8;20 reviews;7;32
764649978.html;15840;;;Good Deal;4.7;359;4.7;235 reviews;60,598;53
751277371.html;30185;33685;;;4.8;1125;4.8;20 reviews;;32
758725699.html;28593;31475;;;4.9;589;4.2;5 reviews;;19
757423366.html;55710;58710;;;4.8;1125;4.8;135 reviews;;32
749352519.html;44091;;;Good Deal;4.7;114;4.7;36 reviews;95,419;32
764947595.html;23699;26985;;;5;251;4.2;5 reviews;6;32
741155699.html;27833;33135;;;4.7;114;4.6;164 reviews;2;12
766538947.html;17989;;;Good Deal;5;68;4.8;218 reviews;32,720;22
740062510.html;40605;40605;;;5;932;4.6;67 reviews;305;14
763696281.html;42746;48285;;;4.7;417;4.6;31 reviews;1;32
765941766.html;25395;;;;4.6;409;4.4;69 reviews;3;14
739852924.html;27400;;;Good Deal;5;23;4.7;266 reviews;32,378;32
766085897.html;32777;;;Good Deal;4.7;359;4.8;21 reviews;16,921;54
761527334.html;21880;;;Great Deal;4.5;64;4.9;57 reviews;23,599;23
764633466.html;18995;;19495;Good Deal;4.8;1086;4.7;80 reviews;40,141;39
762300660.html;21195;;;Great Deal;4.8;1086;4.7;101 reviews;31,965;42
765556401.html;23991;;;Good Deal;5;23;4.9;340 reviews;33,634;32
762358072.html;8150;;;Good Deal;5;22;4.4;189 reviews;114,424;32
759636329.html;19595;;;Great Deal;4.8;1086;4.6;343 reviews;23,223;42
758534576.html;15739;;16288;Good Deal;4.9;701;4.9;71 reviews;20,680;26
760488102.html;19566;26090;;;5;119;4.7;42 reviews;;23
765683172.html;28295;28295;;;5;932;4.4;69 reviews;11;11
765761041.html;31900;;;Good Deal;4.6;289;4.1;74 reviews;42,445;29
764658822.html;22995;;23495;Good Deal;4.8;1086;4.7;101 reviews;39,164;42
766293437.html;17990;;;Good Deal;5;932;4.6;290 reviews;21,597;20
750883850.html;42082;52135;;;5;251;4.9;589 reviews;89;32
763484500.html;29127;29127;;;3.9;173;5;34 reviews;2;12
757761716.html;27000;;;Good Deal;4.8;114;4.7;182 reviews;32,059;32
760026557.html;25912;30030;;;5;19;4.6;22 reviews;19;32
763591799.html;19828;25695;;;5;251;4.9;37 reviews;2,825;31
759993287.html;31995;;;Good Deal;4.8;1086;4.2;13 reviews;28,015;45
761693322.html;26440;;;Great Deal;4.7;359;4.9;308 reviews;26,190;57
761614729.html;27499;30745;28523;;4.9;287;4.9;48 reviews;2;11
766847758.html;28800;;;Good Deal;4.9;482;4.8;105 reviews;57,046;26
758481190.html;41488;;;Good Deal;4.9;482;4.8;248 reviews;15,491;25
758202247.html;10989;;;Great Deal;4.9;482;4.2;54 reviews;68,387;24
763987925.html;35468;45970;37968;;4.6;101;5;19 reviews;;8
